Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year,Background,Story,Award Region,Award Category,Jury,Summary,Location,Location_probability
1,Not Specified,1978 Photo Contest,Photo Sequences,"01 January, 1977",https://www.worldpressphoto.org/getmedia/7459c7c1-d88a-4d7b-9a31-05cf649a4f05/1978-Terry-Phelan-OTS1-AF-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1978\Terry Phelan\1.jpg,"Malcolm's lucky escape in a horse race. Although he was dragged along the track and trampled by his horse, he only suffered a sprained ankle.",1st prize,Terry Phelan,1978,,,,,,Malcolm's lucky escape in a horse race.,None,None
1,Not Specified,1978 Photo Contest,Science & Technology,"01 January, 1977",https://www.worldpressphoto.org/getmedia/cc7634d8-f2a6-46ce-ba3f-e72ee3751d26/1978-Imre-Benko-AE1?maxsidesize=1920&resizemode=force,F:\Temp\1978\Imre Benk?\1.jpg,A ballet student.,1st prize,Imre Benk?,1978,,,,,,A ballet student.,None,None
1,Not Specified,1978 Photo Contest,News Picture,"01 January, 1977",https://www.worldpressphoto.org/getmedia/048dd3c9-99c3-42f6-b4e4-2fd28db26dbb/1978-Juhan-Kuus-SNS3-AF-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1978\Juhan Kuus\1.jpg,"A man threatens to commit suicide by jumping from the YMCA building. Despite efforts to stop him, the man jumped, but fell into a safety net and survived.",3rd prize,Juhan Kuus,1978,,,,,,"A man threatens to commit suicide by jumping from the YMCA building. Despite efforts to stop him, the man jumped but fell into a safety net and survived.",YMCA,0.4170961911841573
1,Not Specified,1978 Photo Contest,People in the News,"19 December, 1977",https://www.worldpressphoto.org/getmedia/7d2f105b-fb0f-415c-870d-dc10e1912096/1978-Hans-Boeck-PNS2-AH?maxsidesize=1920&resizemode=force,F:\Temp\1978\Hans Boeck\1.jpg,"The coronation of self-appointed Emperor Bokassa I (Jean Bedel Bokassa). Bokassa spent tens of millions of dollars of public money on his coronation, which included wearing costumes fashioned after Napoleon. Bokassa's previous title was 'President for Life'.",2nd prize,Hans Boeck,1978,,,,,,"The coronation of Bokassa I, the self-appointed emperor, was a major public event in the 20th century.",None,None
1,Not Specified,1978 Photo Contest,Spot News,"01 January, 1977",https://www.worldpressphoto.org/getmedia/e80ebb8e-cd98-4138-9966-0a286a8008e6/1978-Juhan-Kuus-SNS3-AF?maxsidesize=1920&resizemode=force,F:\Temp\1978\Juhan Kuus\1.jpg,"A man threatens to commit suicide by jumping from the YMCA building. Despite efforts to stop him, the man jumped, but fell into a safety net and survived.",3rd prize,Juhan Kuus,1978,,,,,,"A man threatens to commit suicide by jumping from the YMCA building. Despite efforts to stop him, the man jumped but fell into a safety net and survived.",YMCA,0.4170961911841573
1,Not Specified,1978 Photo Contest,Spot News,"01 August, 1977",https://www.worldpressphoto.org/getmedia/d248e8e6-3801-4b36-b3f9-4a9f6c03f3f8/1978-Leslie-Hammond-SN1?maxsidesize=1920&resizemode=force,F:\Temp\1978\Leslie Hammond\1.jpg,"South Africa.

Police throw tear gas at a group of chanting Modderdam squatter camp residents protesting against the demolition of their homes outside Cape Town.",1st prize,Leslie Hammond,1978,,,,,,Police throw tear gas at a group of chanting Modderdam squatter camp residents protesting the demolition of their homes outside Cape Town.,South Africa,0.9989654486013215
1,Not Specified,1978 Photo Contest,News Picture,"01 January, 1977",https://www.worldpressphoto.org/getmedia/c1da4e92-ed1f-45fa-ab51-2d1344267258/1978-Arne-Jonsson-SNS2-AD-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1978\Arne J?nsson\1.jpg,Panaminian refugee Leopoldo Aragon (50) sets himself on fire in front of the US Embassy to protest US control of the Panama Canal and the signing of the new Panama agreement. He died in hospital a few hours later.,2nd prize,Arne J?nsson,1978,,,,,,Panaminian refugee Leopoldo Aragon set himself on fire in front of the US Embassy to protest US control of the Panama Canal and the signing of the new Panama agreement. He died in hospital a few hours later.,US,0.9987150865637595
1,Not Specified,1978 Photo Contest,People in the News,"01 January, 1977",https://www.worldpressphoto.org/getmedia/d13bf73b-cc26-41f1-9b92-d89460e80518/1978-Hans-Windeck-PN3?maxsidesize=1920&resizemode=force,F:\Temp\1978\Hans Windeck\1.jpg,"Joseph Luns, Secretary-General of NATO.",3rd prize,Hans Windeck,1978,,,,,,"Joseph Luns, Secretary-General of NATO.",None,None
1,Not Specified,1978 Photo Contest,Spot News,"01 January, 1977",https://www.worldpressphoto.org/getmedia/df10755c-3c96-4243-9dc9-cea7aef60a45/1978-Arne-Jonsson-SNS2-AD?maxsidesize=1920&resizemode=force,F:\Temp\1978\Arne J?nsson\1.jpg,Panaminian refugee Leopoldo Aragon (50) sets himself on fire in front of the US Embassy to protest US control of the Panama Canal and the signing of the new Panama agreement. He died in hospital a few hours later.,2nd prize,Arne J?nsson,1978,,,,,,Panaminian refugee Leopoldo Aragon (50) set himself on fire in front of the US Embassy to protest US control of the Panama Canal and the signing of the new Panama agreement.,Panama,0.9994169010055565
1,Not Specified,1979 Photo Contest,Photo Sequences,"01 January, 1978",https://www.worldpressphoto.org/getmedia/70cc271e-6895-4903-9f74-36ea42b2c4e5/1979-John-J-Casamento-OTS2-AH-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\John J. Casamento\1.jpg,"A rodeo rider, catapulted from a Brahman bull's back, narrowly escapes injury.",2nd prize,John J. Casamento,1979,,,,,,A rodeo rider catapulted from a Brahman bull's back narrowly escapes injury.,None,None
1,Not Specified,1979 Photo Contest,News Picture,"01 January, 1978",https://www.worldpressphoto.org/getmedia/2b5eabf4-51f2-454a-84f8-a9ca917e5403/1979-David-G-Mugar-SNS2-AE-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\David G. Mugar\1.jpg,"A family of three is being rescued from their burning home. After the father had dropped the child, he and his wife were rescued by firemen.",2nd prize,David G. Mugar,1979,,,,,,A family of three is being rescued from their burning home after the father dropped the child.,None,None
1,Not Specified,1979 Photo Contest,Feature Picture,"01 January, 1978",https://www.worldpressphoto.org/getmedia/24e0c484-8748-41cc-83d3-bf2219a27b8b/1979-Eddie-Adams-GNS1-AH-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Eddie Adams\1.jpg,"White life in Rhodesia: An 89-year-old widow with her gun.

On 3 March 1978, after 14 years of civil war, Rhodesian Prime Minister Ian Smith and bishop Abel Muzorewa of the United African National Council signed an agreement, which became known as the Internal Settlement. In 1965 Smith, prime minister of the British colony since 1964, had declared Rhodesia unilaterally independent under white minority rule. The declaration not only sparked international outrage and economic sanctions, but also a guerrilla war against white rule by different political and military factions. By signing the Internal Settlement and organizing new democratic elections, it was expected that all sanctions would be lifted. However, the settlement was condemned by the United Nations' Security Council, and as not all significant parties had been involved in the process, the civil war continued. The war would not end before December 1979, when in Lancaster House, London, all parties came to a peace agreement and a new constitution, guaranteeing minor rights.",1st prize,Eddie Adams,1979,,,,,,"Rhodesian Prime Minister Ian Smith and bishop Abel Muzorewa of the United African National Council signed an agreement, which became known as the Internal Settlement.",None,None
1,Not Specified,1979 Photo Contest,Science & Technology,"01 January, 1978",https://www.worldpressphoto.org/getmedia/be21a1ba-19c2-45a7-966d-74af04b1c803/1979-Barry-John-Hartley-AE3?maxsidesize=1920&resizemode=force,F:\Temp\1979\Barry John Hartley\1.jpg,A British ballet-master conducts a class.,3rd prize,Barry John Hartley,1979,,,,,,A British ballet-master conducts a class.,None,None
1,Not Specified,1979 Photo Contest,Spot News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/e93400ad-41c4-4a09-b244-ae23b62ac311/1979-Valery-Shustov-SNS1-AG?maxsidesize=1920&resizemode=force,F:\Temp\1979\Valery Shustov\1.jpg,"Fire fighters extinguishing a fire at an oil exploration well in Dagestan. When a oil well catches fire, the fire fighters not only have to put out the fire but also save the well. 

Valery Shustov made this story while working on a larger story about the Caspian oil industry. Making these pictures was very hard because of the enormous heat. Shustov could not remain still but had to work very fast and move around constantly.",1st prize,Valery Shustov,1979,,,,,,Valery Shustov made this story while working on a larger story about the Caspian oil industry.,Caspian,0.9975413395328303
1,Not Specified,1979 Photo Contest,Sports,"01 January, 1978",https://www.worldpressphoto.org/getmedia/f821eb3e-0e74-48a4-849a-59f79cc2a147/1979-John-J-Casamento-OTS2-AH?maxsidesize=1920&resizemode=force,F:\Temp\1979\John J. Casamento\1.jpg,"A rodeo rider, catapulted from a Brahman bull's back, narrowly escapes injury.",2nd prize,John J. Casamento,1979,,,,,,A rodeo rider catapulted from a Brahman bull's back narrowly escapes injury.,None,None
1,Not Specified,1979 Photo Contest,Spot News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/d1f1636a-170d-4d11-92c9-29e507d53994/1979-Norman-Y-Lono-SN2?maxsidesize=1920&resizemode=force,F:\Temp\1979\Norman Y. Lono\1.jpg,"A policeman places his boot on the head of a member of the MOVE organization during a standoff at the MOVE commune. The radical MOVE group preach revolution, advocating a return to nature and a society without government, police or technology. During the confrontation a police officer was killed, and a number of officers, firefighters, bystanders and MOVE members injured. Nine MOVE members were convicted for involvement in the officer's death.",2nd prize,Norman Y. Lono,1979,,,,,,"A policeman places his boot on the head of a member of the MOVE organization during a standoff at the MAVE commune. The radical MOVE group preach revolution, advocating a return to nature and a society without government, police or technology.",None,None
1,Not Specified,1979 Photo Contest,People in the News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/0e72ded0-c496-4116-bfac-da6be20553f3/1979-Ulrich-Baumgarten-PN1?maxsidesize=1920&resizemode=force,F:\Temp\1979\Ulrich Baumgarten\1.jpg,"NATO Commander, US General Alexander Haig.",1st prize,Ulrich Baumgarten,1979,,,,,,"NATO Commander, US General Alexander Haig.",US,0.9996776217823111
1,Not Specified,1979 Photo Contest,Miscellaneous,"01 January, 1978",https://www.worldpressphoto.org/getmedia/04efcfaf-766d-40a7-a667-05f574f57dbc/1979-Peter-Nosov-GN3-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Peter Nosov\1.jpg,"A monkey about to receive an injection in a veterinary clinic in Moscow. 

It is not entirely clear, if the monkey was indeed about to receive an injection. Peter Nosov, who was famous in Russia for his funny and cheerful photographs, made a composite of this picture using two different but apparently adjacent negatives.",3rd prize,Peter Nosov,1979,,,,,,"A monkey is about to receive an injection in a veterinary clinic in Moscow. Peter Nosov, famous in Russia for his funny and cheerful photographs, made a composite of this picture using two different negatives.",Russia,0.9997117110479792
1,Not Specified,1979 Photo Contest,Spot News,"26 March, 1978",https://www.worldpressphoto.org/getmedia/63a4dd65-d162-4e6d-ab5c-0772b47f96f1/1979-Sadayuki-Mikami-SN1?maxsidesize=1920&resizemode=force,F:\Temp\1979\Sadayuki Mikami\1.jpg,"Narita, Japan.

A demonstrator is engulfed in flames of the Molotov cocktail he was about to throw at police during protests against the construction of a new international airport in Narita near Tokyo.",1st prize,Sadayuki Mikami,1979,,,,,,"A demonstrator is engulfed in flames during protests against the construction of a new international airport in Narita, Japan.",Japan,0.999875308569699
1,Not Specified,1979 Photo Contest,Science & Technology,"01 January, 1978",https://www.worldpressphoto.org/getmedia/662ee40c-3406-406d-844d-22a29a73c509/1979-John-A-Varley-AE1?maxsidesize=1920&resizemode=force,F:\Temp\1979\John A. Varley\1.jpg,Sculptor Henry Moore's 80th birthday exhibition.,1st prize,John A. Varley,1979,,,,,,Henry Moore's 80th birthday exhibition opens.,None,None
1,Not Specified,1979 Photo Contest,Sports,"01 August, 1978",https://www.worldpressphoto.org/getmedia/e67a1fa4-cba8-4cc9-9969-08057640778f/1979-Russell-McPhedran-SP1?maxsidesize=1920&resizemode=force,F:\Temp\1979\Russell McPhedran\1.jpg,"Finishing in the 100m semi-final of the Edmonton Commonwealth Games, arch rivals Hasely Crawford and Donald Quarrie challenge each other for the final race.",1st prize,Russell McPhedran,1979,,,,,,Arch rivals Hasely Crawford and Donald Quarrie battle for the final race of the 100m semi-final of the Edmonton Commonwealth Games.,Canada,0.34593954065782384
1,Not Specified,1979 Photo Contest,Sports,"25 June, 1978",https://www.worldpressphoto.org/getmedia/161f1585-4bfc-4ce2-b303-2d5c29e69b0c/1979-Cornelis-Mooij-SP2?maxsidesize=1920&resizemode=force,F:\Temp\1979\Cornelis Mooij\1.jpg,Argentina's captain Daniel Passarella holds the World Cup after his team wins the football World Championships beating the Netherlands 3-1 in the Estadio Monumental in Buenos Aires.,2nd prize,Cornelis Mooij,1979,,,,,,Argentina's Daniel Passarella holds the World Cup after his team beat the Netherlands 3-1 in the Estadio Monumental in Buenos Aires.,Argentina,0.9980635586141915
1,Not Specified,1979 Photo Contest,Spot News,"25 September, 1978",https://www.worldpressphoto.org/getmedia/9d9127b2-1170-472c-aeff-329c6a913caa/1979-Hans-E-Wendt-SN3?maxsidesize=1920&resizemode=force,F:\Temp\1979\Hans E. Wendt\1.jpg,"Pacific Southwest Airlines Flight 182, a Boeing 727 with 136 people on board, plunges towards North Park, a residential neighbourhood in San Diego, California, after a collision with a Cessna 172. One hundred fifty people died and 30 houses were destroyed. It was the deadliest plane crash in the United States to that date.",3rd prize,Hans E. Wendt,1979,,,,,,One hundred fifty people died and 30 houses were destroyed in a plane crash in San Diego.,United States,0.9997212421966495
1,Not Specified,1979 Photo Contest,People in the News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/c53f216e-18d9-4a1a-823d-b9a17799d243/1979-Susan-McElhinney-PN3?maxsidesize=1920&resizemode=force,F:\Temp\1979\Susan McElhinney\1.jpg,US President Jimmy Carter.,3rd prize,Susan McElhinney,1979,,,,,,Jimmy Carter is president of the United States.,United States,0.6910475087259478
1,Not Specified,1979 Photo Contest,Spot News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/c950618d-18e0-4d00-9739-6d25678259ca/1979-Orlando-Brito-SNS1-AG?maxsidesize=1920&resizemode=force,F:\Temp\1979\Orlando Brito\1.jpg,A fatal mission.,1st prize,Orlando Brito,1979,,,,,,A fatal mission.,None,None
1,Not Specified,1979 Photo Contest,Photo Sequences,"01 May, 1978",https://www.worldpressphoto.org/getmedia/d5d0002a-53d6-472e-b513-da25930c8b86/1979-Wim-Hofland-PNS3-AD-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Wim Hofland\1.jpg,"At Brussels airport, a mother and son wait anxiously for their husband and father, who has been evacuated from Zaire.

In May 1978, an uprising took place in Katanga against President Mobutu. The Front for the National Liberation of the Congo (FNLC), supported by Cuban troops from Angola, took about 3,000 Europeans and Zairians as hostages, executing several of them after a failed intervention by Zairian paratroopers. Upon Mobutu’s request for foreign assistance, Belgian and French airborne forces arrived in Zaire to conquer the occupied city of Kolwezi and rescue the European and Zairian hostages. Within two days, they had the entire city under control and the European hostage were secured an evacuated on 21 May.",3rd prize,Wim Hofland,1979,,,,,,"A mother and son are waiting for their husband and father, who has been evacuated from Zaire.",Zaire,0.9993350413813857
1,Not Specified,1979 Photo Contest,News Feature,"01 January, 1978",https://www.worldpressphoto.org/getmedia/89bde673-deef-40cd-9b0e-cb79c33648ff/1979-Rick-McCarthy-GN3-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Rick McCarthy\1.jpg,A sunbathing lifeguard keeps an eye on reserve-marines during a landing exercise.,3rd prize,Rick McCarthy,1979,,,,,,A lifeguard watches a reserve-marine during a landing exercise.,None,None
1,Not Specified,1979 Photo Contest,Photo Sequences,"01 January, 1978",https://www.worldpressphoto.org/getmedia/d6fe8d1e-783c-4bd3-9063-f0797105c841/1979-Orlando-Brito-SNS1-AG-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Orlando Brito\1.jpg,A fatal mission.,1st prize,Orlando Brito,1979,,,,,,A fatal mission.,None,None
1,Not Specified,1979 Photo Contest,Science & Technology,"01 January, 1978",https://www.worldpressphoto.org/getmedia/afe31ea2-88d9-4188-9f4b-ab573d16ebba/1979-Dirk-Buwalda-AE2?maxsidesize=1920&resizemode=force,F:\Temp\1979\Dirk Buwalda\1.jpg,Dutch National Ballet dancer Lazaro Prince during a rehearsal.,2nd prize,Dirk Buwalda,1979,,,,,,Dutch National Ballet dancer Lazaro Prince during a rehearsal,None,None
1,Not Specified,1979 Photo Contest,People in the News,"01 November, 1978",https://www.worldpressphoto.org/getmedia/e021225e-e55e-45fa-a775-93141e8fe7fd/1979-Frank-Johnston-PNS3-AF?maxsidesize=1920&resizemode=force,F:\Temp\1979\Frank Johnston\1.jpg,More than 900 followers of reverend Jim Jones of The Peoples Temple Agricultural Project commit mass suicide.,3rd prize,Frank Johnston,1979,,,,,,More than 900 followers of reverend Jim Jones commit mass suicide.,None,None
1,Not Specified,1979 Photo Contest,People in the News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/17c2a400-c06e-42c4-ac89-448904167f3e/1979-Peter-Martens-PNS2-AJ?maxsidesize=1920&resizemode=force,F:\Temp\1979\Peter Martens\1.jpg,Recruits of the French Foreign Legion train in the Pyrenees and on the isle of Corsica.,2nd prize,Peter Martens,1979,,,,,,Recruits of the French Foreign Legion train in the Pyrenees and on the isle of Corsica.,Pyrenees,0.9898058588856706
1,Not Specified,1979 Photo Contest,News Picture,"01 January, 1978",https://www.worldpressphoto.org/getmedia/5de57bd9-8fe1-4ab8-9421-348b402d4a63/1979-Monte-Fresco-GNS3-AH-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Monte Fresco\1.jpg,"A man convicted of rape is sentenced to receive 12 strokes by cane. Two others were given the same sentence. The first public flogging in Pakistan was watched by a crowd of 15,000.",3rd prize,Monte Fresco,1979,,,,,,"Pakistan's first public flogging has been watched by a crowd of 15,000.",Pakistan,0.9998651788210964
1,Not Specified,1979 Photo Contest,Spot News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/270723de-f08a-498a-a6f1-11d6841a0d7f/1979-David-G-Mugar-SNS2-AE?maxsidesize=1920&resizemode=force,F:\Temp\1979\David G. Mugar\1.jpg,"A family of three is being rescued from their burning home. After the father had dropped the child, he and his wife were rescued by firemen.",2nd prize,David G. Mugar,1979,,,,,,A family of three is being rescued from their burning home after the father dropped the child.,None,None
1,Not Specified,1979 Photo Contest,Arts and Sciences,"01 January, 1978",https://www.worldpressphoto.org/getmedia/06d0108a-2c31-4c63-99d7-7a798ebf26a8/1979-Dirk-Buwalda-AE2-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Dirk Buwalda\1.jpg,Dutch National Ballet dancer Lazaro Prince during a rehearsal.,2nd prize,Dirk Buwalda,1979,,,,,,Dutch National Ballet dancer Lazaro Prince during a rehearsal.,None,None
1,Not Specified,1979 Photo Contest,Humor,"01 January, 1978",https://www.worldpressphoto.org/getmedia/41201bf7-d844-4a14-acc5-eb269d939ec1/1979-Ronald-G-Bell-HM2?maxsidesize=1920&resizemode=force,F:\Temp\1979\Ronald G. Bell\1.jpg,A soldier from the Queen's Guard is in charge of the handbag of Queen Elizabeth II.,2nd prize,Ronald G. Bell,1979,,,,,,A soldier from the Queen's Guard is in charge of the handbag of Queen Elizabeth II.,None,None
1,Not Specified,1979 Photo Contest,Arts and Sciences,"01 January, 1978",https://www.worldpressphoto.org/getmedia/f5dd2380-bb52-4dfb-951d-bf317b6e60fd/1979-John-A-Varley-AE1-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\John A. Varley\1.jpg,Sculptor Henry Moore's 80th birthday exhibition.,1st prize,John A. Varley,1979,,,,,,Henry Moore's 80th birthday exhibition opens.,None,None
1,Not Specified,1979 Photo Contest,Nature,"01 January, 1978",https://www.worldpressphoto.org/getmedia/309a91fc-b6ea-4f98-8e82-3f506ad3a72b/1979-Manfred-Vollmer-NAS1-AJ?maxsidesize=1920&resizemode=force,F:\Temp\1979\Manfred Vollmer\1.jpg,"Rescue workers fight an oil-disaster caused by supertanker Amoco Cadiz which ran aground on March 16, near Portsall.",1st prize,Manfred Vollmer,1979,,,,,,Rescue workers are fighting an oil-disaster caused by a supertanker Amoco Cadiz which ran aground on March 16.,Spain,0.954500946403968
1,Not Specified,1979 Photo Contest,General News,"15 December, 1978",https://www.worldpressphoto.org/getmedia/b8afd486-7190-4609-9b16-c39470b67a6c/1979-Eddie-Adams-GN1-(2)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Eddie Adams\1.jpg,"An armed guard provides both service and security to white Rhodesians on the golf course of the Leopard Rock Hotel in the Bvumba Mountains, Rhodesia.
On 3 March 1978, after 14 years of civil war, Rhodesian Prime Minister Ian Smith and bishop Abel Muzorewa of the United African National Council signed an agreement, which became known as the Internal Settlement. In 1965 Smith, prime minister of the British colony since 1964, had declared Rhodesia unilaterally independent under white minority rule. The declaration not only sparked international outrage and economic sanctions, but also a guerrilla war against white rule by different political and military factions. By signing the Internal Settlement and organizing new democratic elections, it was expected that all sanctions would be lifted. However, the settlement was condemned by the United Nations' Security Council, and as not all significant parties had been involved in the process, the civil war continued. The war would not end before December 1979, when in Lancaster House, London, all parties came to a peace agreement and a new constitution, guaranteeing minor rights.",1st prize,Eddie Adams,1979,,,,,,"An armed guard provides both service and security to white Rhodesians on the golf course of the Leopard Rock Hotel in the Bvumba Mountains, Rhodesia.",Leopard Rock,0.9280912393349148
1,Not Specified,1979 Photo Contest,Miscellaneous,"01 January, 1978",https://www.worldpressphoto.org/getmedia/1f7627b3-4dfd-49e4-b792-d6f29b513cfa/1979-Dieter-Baumann-GN2-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Dieter Baumann\1.jpg,"A line-up of young girls during the Deutsche Turnfest (German Gymnastics Tournament) in Hannover, Germany.",2nd prize,Dieter Baumann,1979,,,,,,"A line-up of young girls during the Deutsche Turnfest in Hannover, Germany.",Germany,0.9064486930658049
1,Not Specified,1979 Photo Contest,Arts and Sciences,"01 January, 1978",https://www.worldpressphoto.org/getmedia/e7ecc296-8772-473b-a440-f9cb5ade1b45/1979-Barry-John-Hartley-AE3-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Barry John Hartley\1.jpg,A British ballet-master conducts a class.,3rd prize,Barry John Hartley,1979,,,,,,A British ballet-master conducts a class.,None,None
1,Not Specified,1979 Photo Contest,Feature Picture,"01 January, 1978",https://www.worldpressphoto.org/getmedia/b6d0de88-6bcc-4678-9d10-6249bdcb23cb/1979-Cornelius-Meffert-GNS2-AH-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Cornelius Meffert\1.jpg,Mountain farmers.,2nd prize,Cornelius Meffert,1979,,,,,,Mountain farmers are preparing food for their families.,None,None
1,Not Specified,1979 Photo Contest,General News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/fd75444e-408e-4058-bdfc-939df11f5885/1979-Cornelius-Meffert-GNS2-AH?maxsidesize=1920&resizemode=force,F:\Temp\1979\Cornelius Meffert\1.jpg,Mountain farmers.,2nd prize,Cornelius Meffert,1979,,,,,,Mountain farmers are thriving.,None,None
1,Not Specified,1979 Photo Contest,People in the News,"01 May, 1978",https://www.worldpressphoto.org/getmedia/d61bf785-10f1-4e14-87a4-c4b48297b2ee/1979-Wim-Hofland-PNS3-AD?maxsidesize=1920&resizemode=force,F:\Temp\1979\Wim Hofland\1.jpg,"At Brussels airport, a mother and son wait anxiously for their husband and father, who has been evacuated from Zaire.

In May 1978, an uprising took place in Katanga against President Mobutu. The Front for the National Liberation of the Congo (FNLC), supported by Cuban troops from Angola, took about 3,000 Europeans and Zairians as hostages, executing several of them after a failed intervention by Zairian paratroopers. Upon Mobutu’s request for foreign assistance, Belgian and French airborne forces arrived in Zaire to conquer the occupied city of Kolwezi and rescue the European and Zairian hostages. Within two days, they had the entire city under control and the European hostage were secured an evacuated on 21 May.",3rd prize,Wim Hofland,1979,,,,,,"A mother and son wait for their husband and father at Brussels airport. In May 1978, an uprising took place in Katanga against President Mobutu.",Belgium,0.9999023699670317
1,Not Specified,1979 Photo Contest,News Feature,"15 December, 1978",https://www.worldpressphoto.org/getmedia/255a9f73-cf9e-44ff-89b9-c2de46ede7c3/1979-Eddie-Adams-GN1-(3)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Eddie Adams\1.jpg,"An armed guard provides both service and security to white Rhodesians on the golf course of the Leopard Rock Hotel in the Bvumba Mountains, Rhodesia.
On 3 March 1978, after 14 years of civil war, Rhodesian Prime Minister Ian Smith and bishop Abel Muzorewa of the United African National Council signed an agreement, which became known as the Internal Settlement. In 1965 Smith, prime minister of the British colony since 1964, had declared Rhodesia unilaterally independent under white minority rule. The declaration not only sparked international outrage and economic sanctions, but also a guerrilla war against white rule by different political and military factions. By signing the Internal Settlement and organizing new democratic elections, it was expected that all sanctions would be lifted. However, the settlement was condemned by the United Nations' Security Council, and as not all significant parties had been involved in the process, the civil war continued. The war would not end before December 1979, when in Lancaster House, London, all parties came to a peace agreement and a new constitution, guaranteeing minor rights.",1st prize,Eddie Adams,1979,,,,,,"A armed guard provides both service and security to white Rhodesians on the golf course of the Leopard Rock Hotel in the Bvumba Mountains, Rhodesia",Rhodesia,0.9902102586962727
1,Not Specified,1979 Photo Contest,News Picture,"01 January, 1978",https://www.worldpressphoto.org/getmedia/55b55aa8-9bfa-4948-810f-59c166824c80/1979-Manfred-Vollmer-NAS1-AJ-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Manfred Vollmer\1.jpg,"Rescue workers fight an oil-disaster caused by supertanker Amoco Cadiz which ran aground on March 16, near Portsall.",1st prize,Manfred Vollmer,1979,,,,,,Rescuers are fighting an oil-disaster caused by a supertanker Amoco Cadiz which ran aground on March 16.,Spain,0.9773618441851681
1,Not Specified,1979 Photo Contest,Color Picture,"01 January, 1978",https://www.worldpressphoto.org/getmedia/7988e4d9-1dda-4785-8b31-5f02f2717364/1979-Valery-Shustov-SNS1-AG-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1979\Valery Shustov\1.jpg,"Fire fighters extinguishing a fire at an oil exploration well in Dagestan. When a oil well catches fire, the fire fighters not only have to put out the fire but also save the well. 

Valery Shustov made this story while working on a larger story about the Caspian oil industry. Making these pictures was very hard because of the enormous heat. Shustov could not remain still but had to work very fast and move around constantly.",1st prize,Valery Shustov,1979,,,,,,Valery Shustov made this story while working on a larger story about the Caspian oil industry.,Caspian,0.9975413395328303
1,Not Specified,1979 Photo Contest,People in the News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/a27b6395-d969-4637-8d93-b7fb27a05024/1979-Michael-James-Lloyd-PN2?maxsidesize=1920&resizemode=force,F:\Temp\1979\Michael James Lloyd\1.jpg,Duke of Edinburgh holds the reins at the Royal Windsor Horse Show.,2nd prize,Michael James Lloyd,1979,,,,,,The Duke of Edinburgh holds the reins at the Royal Windsor Horse Show.,None,None
1,Not Specified,1979 Photo Contest,General News,"01 January, 1978",https://www.worldpressphoto.org/getmedia/cffb1d99-4ed2-4785-a21c-741d92314e48/1979-Dieter-Baumann-GN2?maxsidesize=1920&resizemode=force,F:\Temp\1979\Dieter Baumann\1.jpg,"A line-up of young girls during the Deutsche Turnfest (German Gymnastics Tournament) in Hannover, Germany.",2nd prize,Dieter Baumann,1979,,,,,,"A line-up of young girls during the Deutsche Turnfest in Hannover, Germany.",Germany,0.9064486930658049
1,Not Specified,1979 Photo Contest,Humor,"01 January, 1978",https://www.worldpressphoto.org/getmedia/45a038d9-daf5-4670-9de6-edd5f907466b/1979-John-Edmund-Lamb-HM1?maxsidesize=1920&resizemode=force,F:\Temp\1979\John Edmund Lamb\1.jpg,"Carol Jones, a mother of three, ignores a salute destined for the Governor of Victoria, Sir H. Winneke at the opening of Parliament.",1st prize,John Edmund Lamb,1979,,,,,,"Carol Jones, a mother of three, ignores a salute destined for the Governor of Victoria, Sir H. Winneke at the opening of Parliament.",Victoria,0.9881911242971739
