,Index,Title,Published Date,Background,Story,Award,Award Region,Award Category,Jury,URL,Stored Path,Photographer,Award Year
49,9,Alpaqueros,"03 May, 2021","Alina Surquislla Gomez, a third-generation alpaquera (alpaca-farmer), cradles a baby alpaca on the way to her family’s summer pastures, in Oropesa, Peru. The climate crisis is forcing herders, many of whom are women, to search for new pastures, often in difficult terrain.","Vital to the livelihoods of many people in the Peruvian Andes, alpacas face new challenges due to the climate crisis. ",2023 Photo Contest,South America,Stories,"This story is a great example of solutions-based journalism, telling a story about the climate crisis from a fresh angle. The photographer captures a multilayered story and balances narratives about loss and preservation. The jury was impressed by how the story narrates the relationship between people, culture and identity and demonstrates how they are deeply tied to all aspects of the changing environment and the animals living in it. The project is beautifully photographed, full of humor, and provides the perfect amount of information. Moreover, it is a perfect edit from start to finish as each frame is relevant and meaningful to the story, allowing the viewer to become invested. ",https://www.worldpressphoto.org/getmedia/65bad24f-542b-4b76-bb08-00f1a64c6a8c/WPP-2023Contest-South-America-STO-Alessandro-Cinque-09.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Alessandro Cinque\9.jpg,Alessandro Cinque,2023
50,10,Alpaqueros,"03 May, 2021","Alina Surquislla Gomez, a third-generation alpaquera (alpaca-farmer), cradles a baby alpaca on the way to her family’s summer pastures, in Oropesa, Peru. The climate crisis is forcing herders, many of whom are women, to search for new pastures, often in difficult terrain.","Vital to the livelihoods of many people in the Peruvian Andes, alpacas face new challenges due to the climate crisis. ",2023 Photo Contest,South America,Stories,"This story is a great example of solutions-based journalism, telling a story about the climate crisis from a fresh angle. The photographer captures a multilayered story and balances narratives about loss and preservation. The jury was impressed by how the story narrates the relationship between people, culture and identity and demonstrates how they are deeply tied to all aspects of the changing environment and the animals living in it. The project is beautifully photographed, full of humor, and provides the perfect amount of information. Moreover, it is a perfect edit from start to finish as each frame is relevant and meaningful to the story, allowing the viewer to become invested. ",https://www.worldpressphoto.org/getmedia/6a89350f-aa21-47d4-8eb6-9967a9a9094b/WPP-2023Contest-South-America-STO-Alessandro-Cinque-10.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Alessandro Cinque\10.jpg,Alessandro Cinque,2023
51,1,Passengers,,"On 1 August 2016, a boat bound for Italy carrying 118 people was found drifting off the coast of Libya. It was one of many boats that attempted the crossing that year, one small part of a larger wave of migration from Africa to Europe that is usually reported in European news media as a humanitarian crisis represented in abstract figures. And while the numbers are staggering -- according to the United Nations Refugee Agency in 2016 over 300,000 refugees and migrants arrived in Europe and 3,211 were reported dead or missing attempting to reach Europe -- the story is incomplete. Who are the individuals behind those numbers and what happens to them after their arrival in Europe? ","The Passengers project, presented as a multimedia website for De Volkskrant, highlights several personal stories from the people who were on that boat in 2016 as they seek to establish new lives across the continent. Their experiences vary greatly: some find a sense of place, some a provisional home, and others are still adrift, questioning their decision to leave. Common to each story is the way they go beyond the numbers, depicting deeply individual trajectories and diverse personal struggles. ",2023 Photo Contest,Europe,Open Format,"This project could have stopped at its strong portraits, but instead the photographer followed the participants across borders to tell a thorough and dignified story about their migration journey. The project was focused and made excellent choices about what parts of the story to follow in order to bring humanity to a group of people who are often othered across Europe and in mainstream media. The jury was impressed by the phenomenal web presentation and strong photography that spans from the men's arrival in Italy to their settlement in different countries.",https://www.worldpressphoto.org/getmedia/654598a9-22a9-4485-9a75-bdf5056fb72b/WPP-2023Contest-Europe-OPF-Cesar-Dezfuli.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Cesar Dezfuli\1.jpg,Cesar Dezfuli,2023
52,1,Shifting,Valentina is a 13-year-old who aspires to become a photographer and whose mother is in prison for marijuana possession.,"In Latin America, the incarceration of women has increased dramatically over the last two decades. More than half of the women imprisoned in Ecuador have been charged with drug related crimes and the vast majority of these are for micro-trafficking, the sale of minimal amounts of drugs. The adoption of increasingly punitive laws as a part of the war on drugs and the ongoing prison crisis in the country means that women prisoners are disproportionately impacted and especially vulnerable to prison violence, abuse, and neglect. ","Valentina is a 13-year-old who aspires to become a photographer and whose mother is in prison for marijuana possession. Ecuador’s pre-trial detention policy and punitive sentencing policy means that the separation between mothers and their children has been especially harrowing and increasingly common. Despite the break in their familial bond, the video and imagery in this multimedia project center around the imagination and experiences of Valentina as a young artist, whose rich inner world is not entirely defined by her mother’s incarceration, even as she awaits their reunion. ",2023 Photo Contest,South America,Open Format,"A beautifully executed project that approaches the impacts of incarceration on women and their children in Ecuador from a rarely seen, dignified angle. The jury was impressed by the photographer’s respectful collaboration with 11-year-old Valentina to narrate an intersectional issue from her perspective while centering her past experiences and aspirations for the future. The project takes full advantage of available multimedia tools to portray Valentina's inner world– elements of the story that couldn’t otherwise be captured through photography.",https://www.worldpressphoto.org/getmedia/5520f669-449d-40c9-8e4b-5ddc043a0bce/WPP-2023Contest-South-America-OPF-Johis-Alarcon.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Johanna Alarcón\1.jpg,Johanna Alarcón,2023
53,1,Retrieving the Dead,"21 February, 2022","Resistance fighters from the People's Defense Forces (PDF) retreat with the body of a comrade, following a clash with the Myanmar military, in Moe Bye, Kayah (Karenni) State, Myanmar.","Myanmar authorities had sent reinforcements to the region as fighting with local opposition groups intensified. Moe Bye was strategically important as it gave the military access to roads leading to areas where armed resistance was especially strong. By 16 February, almost all of the town's civilian residents had fled.",2023 Photo Contest,Southeast Asia and Oceania,Singles,"This image captures the solemnity of defeat. One can hear the quiet of the men and their boots crunching in the grass as they carry a fallen soldier home. The jury was impressed by the insider lens documented by the local photographer, how they show care, deference, and respect towards the dead despite the brutal view of the mutilated soldier. All of the colors play off of each other in a way that brings greater attention to the silhouette at the center of the frame. The image is a universal reminder of the state of the world wherein people are forced to put their lives on the line to fight for something they believe in.",https://www.worldpressphoto.org/getmedia/eabbc03a-68ca-4914-bce7-91f0620cc3ce/WPP-2023Contest-Southeast-Asia-and-Oceania-SIN-Mauk-Kham-Wah.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mauk Kham Wah\1.jpg,Mauk Kham Wah,2023
54,1,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/1231dbeb-64a0-4616-a98b-f4295b020f6e/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-01.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\1.jpg,HannahReyes Morales,2023
55,2,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/a3429937-191e-4711-bbec-5d6c49f190e6/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-02.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\2.jpg,HannahReyes Morales,2023
56,3,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/98265fea-f1f3-401c-9604-845f075b558f/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-03.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\3.jpg,HannahReyes Morales,2023
57,4,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/1222e68a-2985-48bb-8d49-7f98d39a917f/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-04.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\4.jpg,HannahReyes Morales,2023
58,5,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/19364291-5200-4f4b-97d1-d82056195abc/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-05.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\5.jpg,HannahReyes Morales,2023
59,6,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/a3249a0c-4e00-47a6-80d9-e712d7a43d3a/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-06.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\6.jpg,HannahReyes Morales,2023
60,7,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/fcbf6661-b248-486d-a817-37e14cd1f2bd/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-07.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\7.jpg,HannahReyes Morales,2023
61,8,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/0f960a77-ca8f-4c93-8faa-b4755dc15f88/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-08.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\8.jpg,HannahReyes Morales,2023
62,9,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/0dcc187f-6193-4dc0-8784-b3e7f2e74c1a/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-09.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\9.jpg,HannahReyes Morales,2023
63,10,Home for the Golden Gays,"18 July, 2022","Al Enriquez (86) looks through a curtain in the the Golden Gays’ home in Manila, the Philippines. ","The Golden Gays are a community of older LGBTQI+ people from the Philippines who have lived together for decades, sharing a home, caring for each other as they age, and staging shows and pageants to make ends meet.",2023 Photo Contest,Southeast Asia and Oceania,Stories,"This project enlists an intersectional approach to portray the multilayered experiences of LGBTQI+ identifying people in the Philippines. The photographer holds the people in such high regard and has them shining at the highest capacity. The images are stunning frames of love, joy, and celebration and the community the people surround themselves with. The project is well executed, beautifully photographed, and successfully centers the community's demonstrations of trust and resilience, instead of indulging in despair. ",https://www.worldpressphoto.org/getmedia/11298369-dfc5-4dbb-aa9c-9ffbe75e2124/WPP-2023Contest-Southeast-Asia-and-Oceania-STO-Hannah-Reyes-Morales-10.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\HannahReyes Morales\10.jpg,HannahReyes Morales,2023
64,1,Death of a Nation,"14 June, 2017","Marianito Libo-on surveys the room where his son Jomar, who worked as an electrician, was killed moments before, in Quezon City, the Philippines. Five masked men barged into Jomar Libo-on’s home as he was watching TV, and shot him in front of his wife, son and daughters.This project documents the Philippines‘ drugs offensive from its outset, capturing its broadening focus and the continued impact on families involved.","Soon after taking office in June 2016, Philippine president Rodrigo Duterte began a concerted ‘war on drugs’, repeatedly ordering attacks against suspects. A surge of extrajudicial killings followed, perpetrated not only by police but also by masked vigilantes and other civilians. The Philippine National Police admits to more than 6,000 such deaths to date; local human rights organizations put the figure at 30,000. The police appear to act with impunity, with only a handful of these killings being seriously investigated and almost no prosecutions.",2023 Photo Contest,Southeast Asia and Oceania,Long-Term Projects,"The drug war in the Philippines is a topic that the jury has seen tackled numerous times, however this project resonated as a slow, subtle, underreported perspective. The images show survivors of the detritus as well as their profound grief– apparent on the many faces of the people pictured. The photographer made intentional intimate choices and centered the experiences of families. She successfully highlights the consequences of the country's last regime, and demonstrates how the social fabric of the Philippines is forever altered.",https://www.worldpressphoto.org/getmedia/ccfe4468-7241-4078-8910-d819f18493c8/WPP-2023Contest-Southeast-Asia-and-Oceania-LTP-Kimberly-dela-Cruz-01.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Kimberly dela Cruz\1.jpg,Kimberly dela Cruz,2023
65,2,Death of a Nation,"14 June, 2017","Marianito Libo-on surveys the room where his son Jomar, who worked as an electrician, was killed moments before, in Quezon City, the Philippines. Five masked men barged into Jomar Libo-on’s home as he was watching TV, and shot him in front of his wife, son and daughters.This project documents the Philippines‘ drugs offensive from its outset, capturing its broadening focus and the continued impact on families involved.","Soon after taking office in June 2016, Philippine president Rodrigo Duterte began a concerted ‘war on drugs’, repeatedly ordering attacks against suspects. A surge of extrajudicial killings followed, perpetrated not only by police but also by masked vigilantes and other civilians. The Philippine National Police admits to more than 6,000 such deaths to date; local human rights organizations put the figure at 30,000. The police appear to act with impunity, with only a handful of these killings being seriously investigated and almost no prosecutions.",2023 Photo Contest,Southeast Asia and Oceania,Long-Term Projects,"The drug war in the Philippines is a topic that the jury has seen tackled numerous times, however this project resonated as a slow, subtle, underreported perspective. The images show survivors of the detritus as well as their profound grief– apparent on the many faces of the people pictured. The photographer made intentional intimate choices and centered the experiences of families. She successfully highlights the consequences of the country's last regime, and demonstrates how the social fabric of the Philippines is forever altered.",https://www.worldpressphoto.org/getmedia/002dfb72-73aa-4f42-8b7b-f1f6aab076c9/WPP-2023Contest-Southeast-Asia-and-Oceania-LTP-Kimberly-dela-Cruz-02.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Kimberly dela Cruz\2.jpg,Kimberly dela Cruz,2023
66,3,Death of a Nation,"14 June, 2017","Marianito Libo-on surveys the room where his son Jomar, who worked as an electrician, was killed moments before, in Quezon City, the Philippines. Five masked men barged into Jomar Libo-on’s home as he was watching TV, and shot him in front of his wife, son and daughters.This project documents the Philippines‘ drugs offensive from its outset, capturing its broadening focus and the continued impact on families involved.","Soon after taking office in June 2016, Philippine president Rodrigo Duterte began a concerted ‘war on drugs’, repeatedly ordering attacks against suspects. A surge of extrajudicial killings followed, perpetrated not only by police but also by masked vigilantes and other civilians. The Philippine National Police admits to more than 6,000 such deaths to date; local human rights organizations put the figure at 30,000. The police appear to act with impunity, with only a handful of these killings being seriously investigated and almost no prosecutions.",2023 Photo Contest,Southeast Asia and Oceania,Long-Term Projects,"The drug war in the Philippines is a topic that the jury has seen tackled numerous times, however this project resonated as a slow, subtle, underreported perspective. The images show survivors of the detritus as well as their profound grief– apparent on the many faces of the people pictured. The photographer made intentional intimate choices and centered the experiences of families. She successfully highlights the consequences of the country's last regime, and demonstrates how the social fabric of the Philippines is forever altered.",https://www.worldpressphoto.org/getmedia/d081502a-8d2e-478f-a2bf-0dd8772c2ab0/WPP-2023Contest-Southeast-Asia-and-Oceania-LTP-Kimberly-dela-Cruz-03.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Kimberly dela Cruz\3.jpg,Kimberly dela Cruz,2023
67,4,Death of a Nation,"14 June, 2017","Marianito Libo-on surveys the room where his son Jomar, who worked as an electrician, was killed moments before, in Quezon City, the Philippines. Five masked men barged into Jomar Libo-on’s home as he was watching TV, and shot him in front of his wife, son and daughters.This project documents the Philippines‘ drugs offensive from its outset, capturing its broadening focus and the continued impact on families involved.","Soon after taking office in June 2016, Philippine president Rodrigo Duterte began a concerted ‘war on drugs’, repeatedly ordering attacks against suspects. A surge of extrajudicial killings followed, perpetrated not only by police but also by masked vigilantes and other civilians. The Philippine National Police admits to more than 6,000 such deaths to date; local human rights organizations put the figure at 30,000. The police appear to act with impunity, with only a handful of these killings being seriously investigated and almost no prosecutions.",2023 Photo Contest,Southeast Asia and Oceania,Long-Term Projects,"The drug war in the Philippines is a topic that the jury has seen tackled numerous times, however this project resonated as a slow, subtle, underreported perspective. The images show survivors of the detritus as well as their profound grief– apparent on the many faces of the people pictured. The photographer made intentional intimate choices and centered the experiences of families. She successfully highlights the consequences of the country's last regime, and demonstrates how the social fabric of the Philippines is forever altered.",https://www.worldpressphoto.org/getmedia/72d42adb-baa7-49b3-9aa1-462baaf3a746/WPP-2023Contest-Southeast-Asia-and-Oceania-LTP-Kimberly-dela-Cruz-04.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Kimberly dela Cruz\4.jpg,Kimberly dela Cruz,2023
68,5,Death of a Nation,"14 June, 2017","Marianito Libo-on surveys the room where his son Jomar, who worked as an electrician, was killed moments before, in Quezon City, the Philippines. Five masked men barged into Jomar Libo-on’s home as he was watching TV, and shot him in front of his wife, son and daughters.This project documents the Philippines‘ drugs offensive from its outset, capturing its broadening focus and the continued impact on families involved.","Soon after taking office in June 2016, Philippine president Rodrigo Duterte began a concerted ‘war on drugs’, repeatedly ordering attacks against suspects. A surge of extrajudicial killings followed, perpetrated not only by police but also by masked vigilantes and other civilians. The Philippine National Police admits to more than 6,000 such deaths to date; local human rights organizations put the figure at 30,000. The police appear to act with impunity, with only a handful of these killings being seriously investigated and almost no prosecutions.",2023 Photo Contest,Southeast Asia and Oceania,Long-Term Projects,"The drug war in the Philippines is a topic that the jury has seen tackled numerous times, however this project resonated as a slow, subtle, underreported perspective. The images show survivors of the detritus as well as their profound grief– apparent on the many faces of the people pictured. The photographer made intentional intimate choices and centered the experiences of families. She successfully highlights the consequences of the country's last regime, and demonstrates how the social fabric of the Philippines is forever altered.",https://www.worldpressphoto.org/getmedia/1dc5621e-ccd3-4882-9b64-039a0e7bd69a/WPP-2023Contest-Southeast-Asia-and-Oceania-LTP-Kimberly-dela-Cruz-05.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Kimberly dela Cruz\5.jpg,Kimberly dela Cruz,2023
69,6,Death of a Nation,"14 June, 2017","Marianito Libo-on surveys the room where his son Jomar, who worked as an electrician, was killed moments before, in Quezon City, the Philippines. Five masked men barged into Jomar Libo-on’s home as he was watching TV, and shot him in front of his wife, son and daughters.This project documents the Philippines‘ drugs offensive from its outset, capturing its broadening focus and the continued impact on families involved.","Soon after taking office in June 2016, Philippine president Rodrigo Duterte began a concerted ‘war on drugs’, repeatedly ordering attacks against suspects. A surge of extrajudicial killings followed, perpetrated not only by police but also by masked vigilantes and other civilians. The Philippine National Police admits to more than 6,000 such deaths to date; local human rights organizations put the figure at 30,000. The police appear to act with impunity, with only a handful of these killings being seriously investigated and almost no prosecutions.",2023 Photo Contest,Southeast Asia and Oceania,Long-Term Projects,"The drug war in the Philippines is a topic that the jury has seen tackled numerous times, however this project resonated as a slow, subtle, underreported perspective. The images show survivors of the detritus as well as their profound grief– apparent on the many faces of the people pictured. The photographer made intentional intimate choices and centered the experiences of families. She successfully highlights the consequences of the country's last regime, and demonstrates how the social fabric of the Philippines is forever altered.",https://www.worldpressphoto.org/getmedia/d3cf4b7f-87b3-43ce-9fac-dd0eeba68d97/WPP-2023Contest-Southeast-Asia-and-Oceania-LTP-Kimberly-dela-Cruz-06.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Kimberly dela Cruz\6.jpg,Kimberly dela Cruz,2023
70,7,Death of a Nation,"14 June, 2017","Marianito Libo-on surveys the room where his son Jomar, who worked as an electrician, was killed moments before, in Quezon City, the Philippines. Five masked men barged into Jomar Libo-on’s home as he was watching TV, and shot him in front of his wife, son and daughters.This project documents the Philippines‘ drugs offensive from its outset, capturing its broadening focus and the continued impact on families involved.","Soon after taking office in June 2016, Philippine president Rodrigo Duterte began a concerted ‘war on drugs’, repeatedly ordering attacks against suspects. A surge of extrajudicial killings followed, perpetrated not only by police but also by masked vigilantes and other civilians. The Philippine National Police admits to more than 6,000 such deaths to date; local human rights organizations put the figure at 30,000. The police appear to act with impunity, with only a handful of these killings being seriously investigated and almost no prosecutions.",2023 Photo Contest,Southeast Asia and Oceania,Long-Term Projects,"The drug war in the Philippines is a topic that the jury has seen tackled numerous times, however this project resonated as a slow, subtle, underreported perspective. The images show survivors of the detritus as well as their profound grief– apparent on the many faces of the people pictured. The photographer made intentional intimate choices and centered the experiences of families. She successfully highlights the consequences of the country's last regime, and demonstrates how the social fabric of the Philippines is forever altered.",https://www.worldpressphoto.org/getmedia/9c95b527-189e-4091-bb0d-a4c37c43a7fa/WPP-2023Contest-Southeast-Asia-and-Oceania-LTP-Kimberly-dela-Cruz-07.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Kimberly dela Cruz\7.jpg,Kimberly dela Cruz,2023
71,8,Death of a Nation,"14 June, 2017","Marianito Libo-on surveys the room where his son Jomar, who worked as an electrician, was killed moments before, in Quezon City, the Philippines. Five masked men barged into Jomar Libo-on’s home as he was watching TV, and shot him in front of his wife, son and daughters.This project documents the Philippines‘ drugs offensive from its outset, capturing its broadening focus and the continued impact on families involved.","Soon after taking office in June 2016, Philippine president Rodrigo Duterte began a concerted ‘war on drugs’, repeatedly ordering attacks against suspects. A surge of extrajudicial killings followed, perpetrated not only by police but also by masked vigilantes and other civilians. The Philippine National Police admits to more than 6,000 such deaths to date; local human rights organizations put the figure at 30,000. The police appear to act with impunity, with only a handful of these killings being seriously investigated and almost no prosecutions.",2023 Photo Contest,Southeast Asia and Oceania,Long-Term Projects,"The drug war in the Philippines is a topic that the jury has seen tackled numerous times, however this project resonated as a slow, subtle, underreported perspective. The images show survivors of the detritus as well as their profound grief– apparent on the many faces of the people pictured. The photographer made intentional intimate choices and centered the experiences of families. She successfully highlights the consequences of the country's last regime, and demonstrates how the social fabric of the Philippines is forever altered.",https://www.worldpressphoto.org/getmedia/870dbbdf-8e39-4b06-afeb-15a93463d978/WPP-2023Contest-Southeast-Asia-and-Oceania-LTP-Kimberly-dela-Cruz-08.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Kimberly dela Cruz\8.jpg,Kimberly dela Cruz,2023
72,9,Death of a Nation,"14 June, 2017","Marianito Libo-on surveys the room where his son Jomar, who worked as an electrician, was killed moments before, in Quezon City, the Philippines. Five masked men barged into Jomar Libo-on’s home as he was watching TV, and shot him in front of his wife, son and daughters.This project documents the Philippines‘ drugs offensive from its outset, capturing its broadening focus and the continued impact on families involved.","Soon after taking office in June 2016, Philippine president Rodrigo Duterte began a concerted ‘war on drugs’, repeatedly ordering attacks against suspects. A surge of extrajudicial killings followed, perpetrated not only by police but also by masked vigilantes and other civilians. The Philippine National Police admits to more than 6,000 such deaths to date; local human rights organizations put the figure at 30,000. The police appear to act with impunity, with only a handful of these killings being seriously investigated and almost no prosecutions.",2023 Photo Contest,Southeast Asia and Oceania,Long-Term Projects,"The drug war in the Philippines is a topic that the jury has seen tackled numerous times, however this project resonated as a slow, subtle, underreported perspective. The images show survivors of the detritus as well as their profound grief– apparent on the many faces of the people pictured. The photographer made intentional intimate choices and centered the experiences of families. She successfully highlights the consequences of the country's last regime, and demonstrates how the social fabric of the Philippines is forever altered.",https://www.worldpressphoto.org/getmedia/49dcea74-0503-401a-892b-d3f31865484e/WPP-2023Contest-Southeast-Asia-and-Oceania-LTP-Kimberly-dela-Cruz-09.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Kimberly dela Cruz\9.jpg,Kimberly dela Cruz,2023
